transaction_id,account_id,timestamp_val,location,device_type,ip_address,transaction_amount,transaction_type,successful_login,unusual_activity
e9d1c994-155,2e709838,2022-03-23 17:24:36,London,Tablet,7.233.31.236,126.13,Purchase,True,False
5190ae93-e9d,a3922a4e,2023-10-29 17:03:10,San Francisco,Tablet,210.182.164.162,0.0,Login,False,False
c316959c-ce6,2cc09f87,2024-04-29 18:13:38,Tokyo,Desktop,208.188.122.32,4074.2,Transfer,True,False
92689d81-276,0490eb68,2020-11-28 14:11:50,London,Tablet,192.168.1.100,0.0,Login,False,True
bc8b7eb7-037,041b1878,2022-01-06 03:55:27,Berlin,Desktop,178.105.197.123,1416.46,Purchase,True,False
f7347784-a04,09a0a0f6,2022-11-25 20:51:16,Mumbai,Desktop,210.64.147.97,599.64,Transfer,True,False
9cd1126b-1b1,d2f629ca,2023-12-02 12:58:45,New York,Mobile,149.45.121.220,3486.72,Transfer,True,False
ed3329b7-bef,84a2576c,2021-01-13 23:22:07,Berlin,Tablet,72.224.180.160,3148.42,Transfer,True,False
af838c06-caa,f166cdcf,2020-09-09 03:24:01,Mumbai,Tablet,96.187.145.103,0.0,Login,False,False
87826633-a01,a65f7b8a,2021-12-25 03:23:14,Mumbai,Desktop,101.40.168.175,0.0,Login,True,False
9aff48af-7ec,882ae449,2021-08-21 12:10:26,Mumbai,Mobile,22.80.71.145,0.0,Login,False,False
019dc12d-81f,76492e64,2021-08-01 02:00:11,New York,Tablet,17.245.228.214,4388.59,Purchase,True,False
8ac068d3-e0d,fdf02450,2020-09-04 04:17:48,Mumbai,Mobile,107.41.220.249,3678.0,Transfer,True,False
302dc72b-136,00ebf725,2024-11-22 19:28:28,Sydney,Mobile,194.126.252.142,4019.37,Purchase,True,False
d606be66-a2a,a0180791,2021-08-04 03:18:48,Tokyo,Tablet,168.116.151.33,1417.35,Purchase,True,False
37dfc571-491,8fca7b6a,2025-01-14 05:42:02,Sydney,Tablet,58.98.211.253,895.42,Withdrawal,True,False
01c9a464-87d,744da236,2023-08-18 03:52:59,Tokyo,Tablet,117.132.34.15,0.0,Login,True,False
7e71bda8-101,e9570a2a,2022-02-20 21:44:21,Tokyo,Mobile,126.82.145.55,3755.57,Transfer,True,False
6e1ab11a-d15,26087b53,2022-12-05 11:08:45,Singapore,Desktop,209.238.212.80,4036.11,Transfer,True,False
acac1b18-be8,27d415b6,2020-09-05 09:37:26,Sydney,Tablet,156.138.38.104,0.0,Login,False,False
ad9e392f-9b0,a53bc024,2020-10-01 03:01:53,Singapore,Tablet,55.34.124.27,4952.62,Purchase,True,False
cf9b6d33-be0,f5141058,2020-07-23 16:16:48,Sydney,Mobile,148.107.139.82,0.0,Login,False,False
8bc135a9-503,aa38d0a1,2024-02-01 16:51:35,New York,Desktop,51.55.63.235,0.0,Login,False,False
68e438e0-5a5,02e7df89,2021-08-14 04:40:55,London,Desktop,114.186.149.185,2068.96,Transfer,True,False
f1f97ce9-d8b,df1e04cb,2023-12-15 12:47:53,New York,Mobile,218.97.56.133,1866.37,Purchase,True,False
bce4570b-245,2303f6c6,2023-06-06 19:52:44,Singapore,Tablet,30.220.77.210,0.0,Login,True,False
5114ca97-c9c,485f7888,2023-04-12 21:44:53,San Francisco,Tablet,33.145.19.205,3884.3,Withdrawal,True,False
6f339c5e-039,750acc98,2023-03-31 03:31:17,Singapore,Desktop,196.152.248.25,0.0,Login,True,False
642bb07d-043,d4c3a832,2021-06-20 19:24:25,Sydney,Mobile,106.241.75.54,1710.61,Withdrawal,True,False
64694f53-7f5,5d1ddcb7,2024-01-07 08:21:45,Singapore,Desktop,109.101.164.164,0.0,Login,False,False
9b58e20a-7c8,7c193e6f,2021-05-06 20:55:19,Mumbai,Mobile,49.197.86.180,0.0,Login,False,False
0f4c7562-aa7,93364f7e,2024-03-30 18:20:38,Tokyo,Mobile,21.29.64.50,4654.48,Purchase,True,False
7a09071c-b4b,5d1ddcb7,2023-01-02 21:07:56,Singapore,Desktop,203.145.32.193,4293.48,Withdrawal,True,False
cdba2cac-7e8,c1b5b5ca,2025-03-03 10:10:09,Mumbai,Desktop,47.12.188.187,0.0,Login,True,False
289a2abc-a1a,c847b130,2021-11-03 08:14:27,Berlin,Desktop,32.212.118.0,2150.68,Withdrawal,True,False
212232df-995,4fa03f26,2022-11-17 22:23:32,San Francisco,Tablet,155.116.177.160,3756.85,Transfer,True,False
20cd5bb8-dd3,e830257d,2024-07-03 12:34:35,New York,Desktop,126.191.40.88,3775.17,Withdrawal,True,False
5eb8e0db-727,b544f70c,2023-02-22 04:57:10,London,Tablet,1.242.113.156,524.59,Withdrawal,True,False
df331eb0-e8f,0d22af35,2023-07-19 13:49:00,Sydney,Mobile,117.56.30.35,4513.74,Transfer,True,False
573bdf7a-8e1,1b332e43,2022-08-29 00:27:02,Tokyo,Mobile,158.121.219.230,2531.21,Purchase,True,True
5263a195-f72,90ebba12,2024-11-28 08:37:39,Singapore,Desktop,163.28.43.221,4134.02,Withdrawal,True,False
3cad3401-9c0,cd320878,2024-11-12 23:54:49,Mumbai,Mobile,194.234.107.194,1607.05,Transfer,True,False
82ce4e0c-503,839fbc50,2022-02-12 22:10:21,San Francisco,Tablet,31.8.54.123,4478.66,Purchase,True,False
877bfb50-14d,85eb2b3f,2020-10-23 23:09:34,Sydney,Tablet,41.126.167.227,1952.12,Transfer,True,False
c705dd1e-63b,03ad702e,2024-03-05 07:10:31,Sydney,Desktop,24.131.33.203,64.08,Purchase,True,False
d907a314-5d2,5b80b8d1,2021-08-23 04:40:23,Sydney,Mobile,164.107.91.143,0.0,Login,False,False
5b2de07e-53c,3f5fbf4f,2020-07-02 08:56:37,San Francisco,Tablet,23.37.139.232,4527.86,Withdrawal,True,False
fc3b9c08-7c1,e8dd5e5a,2024-02-08 05:46:07,San Francisco,Desktop,3.23.77.194,465.52,Transfer,True,False
302d8d1f-a55,4e7ed827,2022-09-03 02:05:05,Tokyo,Mobile,140.205.193.126,0.0,Login,True,False
e28065d7-bc4,c9c1ad45,2025-01-30 15:19:49,London,Desktop,146.235.110.92,1603.38,Withdrawal,True,False
6c4928d4-604,0490eb68,2021-08-28 16:00:35,Sydney,Tablet,12.132.240.218,4750.81,Transfer,True,False
0760d408-067,d66de2a1,2020-02-03 21:48:29,Tokyo,Mobile,45.18.68.198,0.0,Login,False,False
25ca147f-fe3,593c73f2,2023-08-02 07:35:37,Singapore,Mobile,93.193.145.128,4753.53,Purchase,True,False
506801b9-c22,56d44952,2023-10-19 19:15:17,Singapore,Mobile,138.11.239.51,2871.46,Withdrawal,True,False
9b465e04-b4c,beb79919,2020-11-30 18:02:22,New York,Desktop,207.165.197.145,0.0,Login,True,False
1fb8e3c2-045,cc530e36,2023-11-09 10:59:41,New York,Desktop,40.57.237.187,0.0,Login,False,False
d4f12110-50b,7412b293,2020-06-11 20:58:41,Berlin,Desktop,223.68.106.102,3162.87,Purchase,True,False
2d914e29-654,2ab8bd33,2023-03-11 04:11:33,New York,Mobile,7.121.93.27,0.0,Login,True,False
90cc44af-52f,9be71737,2022-10-11 17:50:28,San Francisco,Tablet,130.53.206.9,2247.74,Withdrawal,True,False
21c20510-b6b,4052e3a5,2024-11-01 08:38:30,Mumbai,Tablet,67.147.50.96,1473.12,Purchase,True,False
85d4f2c1-1a2,e9a1c6d5,2024-03-23 02:53:33,Sydney,Desktop,68.88.98.215,1650.04,Transfer,True,False
f8e9ed27-5c3,a99c37b3,2021-05-22 14:37:29,Mumbai,Tablet,205.225.78.207,3365.87,Transfer,True,False
7e1193ab-11c,d73aae7b,2023-01-14 09:53:30,Berlin,Tablet,58.104.185.25,0.0,Login,True,False
b1d06d8a-655,2dbb45bd,2023-05-29 11:54:33,Sydney,Desktop,7.84.176.214,0.0,Login,False,False
28b82fa1-72d,4ec3f970,2021-04-26 12:26:42,Sydney,Desktop,4.183.61.255,0.0,Login,True,False
a50ee5e7-0e7,49a5baeb,2020-12-24 01:35:56,Berlin,Mobile,184.88.26.56,3764.35,Transfer,True,False
38107177-0ac,24c778a5,2024-09-28 15:58:34,London,Tablet,78.110.234.226,3959.98,Transfer,True,False
6334db06-52a,18e824e9,2021-12-23 20:48:29,Tokyo,Desktop,200.140.250.46,3950.19,Transfer,True,False
b6f957dc-ab6,68e8f311,2023-05-14 17:38:30,New York,Desktop,82.137.115.178,0.0,Login,False,False
357650f9-093,1d71f339,2023-07-13 04:04:23,London,Desktop,4.82.47.176,465.12,Withdrawal,True,False
94e2a33d-14a,11b461e9,2021-12-14 01:12:24,Mumbai,Desktop,128.117.47.61,2477.16,Purchase,True,False
89465e5b-26f,3b41c943,2023-02-17 16:53:05,Berlin,Tablet,10.160.122.88,297.22,Withdrawal,True,False
82c901df-5fd,5c230306,2020-01-23 20:03:04,London,Tablet,217.1.94.139,2752.15,Withdrawal,True,False
55a0db97-419,2bd3cdcd,2023-04-21 18:40:43,New York,Tablet,107.57.178.39,2213.24,Transfer,True,False
490ec6f3-a68,7e4b4f10,2021-08-31 05:51:02,Singapore,Tablet,48.169.112.223,4439.64,Purchase,True,False
0aaa3c51-1cd,e6b9d31a,2023-11-04 05:26:52,Singapore,Desktop,89.246.214.164,0.0,Login,False,False
bc57003e-91f,6c5a6c93,2023-04-18 18:31:10,Berlin,Mobile,163.74.17.153,1761.07,Withdrawal,True,False
4da9b236-d15,f481b9cb,2022-07-16 17:57:33,Tokyo,Desktop,173.182.249.41,0.0,Login,False,False
d7f3b054-e26,1c405045,2023-01-26 09:30:43,San Francisco,Desktop,23.90.154.152,0.0,Login,True,False
d45fd39a-376,b86d066b,2022-02-22 23:16:51,Tokyo,Desktop,112.97.137.62,594.16,Withdrawal,True,False
63796fa5-b84,e9b1c4a1,2021-07-16 02:18:32,San Francisco,Mobile,214.154.112.251,0.0,Login,False,False
ebbaca66-2a4,7d338ca2,2022-10-14 01:38:27,Sydney,Mobile,28.129.15.89,723.53,Transfer,True,False
db7be180-aac,31ab0158,2024-03-07 14:29:11,Tokyo,Tablet,25.33.134.136,3809.94,Transfer,True,False
07fcb800-da4,b7014925,2022-02-11 02:52:43,Tokyo,Desktop,70.221.95.180,3094.91,Withdrawal,True,False
71ef7e0a-4da,2b24ef63,2020-06-04 10:21:38,Singapore,Tablet,216.198.128.192,514.6,Transfer,True,False
371e7782-5e3,6e8f75a1,2023-03-31 00:48:17,Singapore,Desktop,181.26.132.228,0.0,Login,False,False
a7540837-6ae,03ad702e,2021-08-15 17:59:37,New York,Desktop,195.125.196.199,429.69,Withdrawal,True,False
244f802b-4d5,4d579d00,2020-03-10 13:51:26,New York,Tablet,34.61.82.57,3507.84,Transfer,True,False
be87dbac-a2f,3985fb62,2022-03-27 06:14:40,Singapore,Mobile,22.140.159.160,373.09,Transfer,True,False
160a56e1-1cd,98550b1e,2020-04-04 08:22:21,Sydney,Tablet,223.63.135.6,4111.08,Withdrawal,True,False
902fe243-b3e,a832a228,2021-12-30 12:10:02,Sydney,Mobile,24.189.132.175,0.0,Login,False,False
ad92abbf-65c,ab310bfe,2024-01-30 10:53:19,New York,Mobile,73.207.149.57,3534.15,Purchase,True,False
6994a2ca-773,334a34a8,2023-03-18 14:50:59,Berlin,Mobile,95.213.201.28,0.0,Login,False,False
c5001e3e-f59,046a0df5,2021-06-27 18:39:08,San Francisco,Mobile,194.45.23.44,415.93,Transfer,True,False
063fec11-446,e9ea8b10,2022-05-22 11:40:28,New York,Tablet,158.170.189.157,433.34,Purchase,True,False
cf735afa-72a,c544a049,2022-04-24 22:59:21,London,Desktop,203.44.9.85,4933.33,Purchase,True,False
db643c30-d5d,79d19c4e,2020-01-07 01:17:48,Mumbai,Desktop,198.139.75.166,1877.61,Withdrawal,True,False
d9347309-b72,57d337d3,2023-09-14 13:38:18,New York,Desktop,3.244.64.149,0.0,Login,False,False
d21a5375-74c,def3306a,2020-05-26 22:32:09,Mumbai,Mobile,37.168.155.150,1859.5,Transfer,True,False
b9e826d0-5f0,bf16e3e9,2024-01-07 22:18:11,New York,Desktop,6.252.115.166,0.0,Login,True,False
6831429e-58c,ce8b76a2,2024-09-07 23:19:55,New York,Mobile,6.144.209.13,4065.87,Withdrawal,True,False
c46ea4cd-58f,bbab3b0e,2021-06-24 11:36:05,Mumbai,Mobile,151.208.166.25,0.0,Login,True,False
5c3e82e9-686,ee462fcd,2022-06-27 14:37:04,Sydney,Tablet,111.233.132.6,4736.77,Purchase,True,False
ecba63b3-553,c3828725,2023-09-03 06:43:48,San Francisco,Desktop,80.52.111.12,4930.15,Transfer,True,False
ae2a9c01-dc9,9a0f09e9,2023-01-19 08:16:33,London,Tablet,156.217.101.38,3769.36,Purchase,True,False
fb932692-dc1,788f06ed,2021-05-25 09:19:02,Tokyo,Mobile,218.253.146.190,1887.54,Transfer,True,False
23b7aaf6-92d,7317591a,2021-03-26 15:44:55,Berlin,Tablet,138.52.17.88,0.0,Login,False,False
e177105f-6b4,ca77736e,2021-10-01 10:30:48,Sydney,Desktop,175.43.185.164,0.0,Login,False,False
0108cc5d-935,cdfcef75,2020-12-13 14:22:27,Berlin,Desktop,196.42.252.100,426.67,Purchase,True,False
b5b25ed1-af1,dc5cd673,2022-03-02 09:05:17,Singapore,Desktop,205.81.79.58,8817.352562766373,Withdrawal,True,True
5f9209ec-cc0,86e52753,2022-11-06 11:56:02,Sydney,Tablet,26.106.100.87,0.0,Login,True,False
bff49e06-59e,c51155ff,2024-08-30 23:26:54,Mumbai,Desktop,207.36.116.47,2796.44,Withdrawal,True,False
7422acb0-a4d,88cfffa2,2023-06-21 14:34:08,Tokyo,Mobile,134.207.177.160,0.0,Login,False,False
cb28f9c6-e4a,14aa3ca3,2021-04-28 17:55:17,Sydney,Desktop,173.129.179.192,0.0,Login,False,False
b1e76ab9-127,3967e60a,2024-04-16 11:04:22,New York,Desktop,167.236.89.229,2126.87,Transfer,True,False
8abe5779-359,79d19c4e,2022-08-10 10:28:01,New York,Tablet,118.127.119.141,4532.71,Purchase,True,False
4bb88157-07f,e3082ddc,2020-10-27 02:03:54,London,Mobile,200.195.151.58,564.88,Purchase,True,False
f37590d3-73d,1bad52a8,2021-01-11 04:02:47,Sydney,Desktop,102.73.12.88,2468.2,Transfer,True,False
b2a43bf4-02b,2320de16,2021-01-04 13:46:24,Berlin,Mobile,54.225.131.158,66.65,Withdrawal,True,False
6db3bda5-4dc,f31046dc,2025-01-30 13:22:03,New York,Tablet,172.16.0.50,0.0,Login,False,True
081190e9-fa1,7b90942f,2025-01-06 02:31:56,New York,Tablet,209.87.9.252,2348.62,Transfer,True,False
dc75f4cc-793,1387bcda,2024-04-02 10:19:04,Sydney,Desktop,33.252.144.139,0.0,Login,True,False
9ec78199-964,0997623a,2023-04-07 06:52:00,London,Tablet,179.34.223.48,290.95,Purchase,True,False
09e6614a-614,aefcfad8,2022-12-26 16:33:07,London,Desktop,201.246.19.107,0.0,Login,False,False
1790834b-8b3,2ba4d656,2024-02-23 10:47:13,London,Tablet,178.199.76.210,0.0,Login,True,False
565eb679-bfc,aab612c9,2020-09-14 18:17:42,San Francisco,Mobile,113.129.12.10,602.9,Withdrawal,True,False
8d78e1c8-4f4,7466ef02,2022-01-19 22:29:44,London,Mobile,158.8.172.231,596.46,Purchase,True,False
20ddc8b1-af0,f2dcb12b,2023-11-02 19:50:06,Tokyo,Tablet,118.145.216.190,3249.56,Withdrawal,True,False
11b0830f-71c,5b9e75f4,2025-01-17 17:16:41,London,Tablet,208.231.78.164,3732.76,Withdrawal,True,False
cd227ff2-635,bf85bf0e,2024-04-08 21:14:51,Berlin,Tablet,98.50.171.124,2921.01,Purchase,True,False
b2be520f-1e1,e8dd5e5a,2024-07-22 05:55:21,London,Tablet,131.30.37.2,0.0,Login,False,False
0a3169f7-29a,fd08b32c,2024-05-24 10:39:10,Sydney,Mobile,30.116.137.242,0.0,Login,True,False
f7f3dc54-27a,0a398bf7,2022-06-20 21:20:30,Berlin,Mobile,155.79.146.18,4811.24,Transfer,True,False
c696e772-632,67b41520,2020-08-26 16:09:47,Mumbai,Mobile,103.241.234.218,1880.6,Withdrawal,True,False
570edab2-393,9d6b9b62,2021-07-02 18:36:24,London,Desktop,177.103.107.223,1435.7,Transfer,True,False
b36651c5-cef,4d844cb6,2024-12-18 02:07:08,New York,Tablet,170.234.56.219,0.0,Login,False,False
f2591fc7-fa9,09572517,2020-12-26 16:15:49,New York,Desktop,72.232.189.103,4344.31,Transfer,True,False
b2ec7ff4-cb5,d66de2a1,2025-02-23 07:25:40,New York,Desktop,1.224.78.73,1125.74,Withdrawal,True,False
6b2afb3a-1b3,59e1ac09,2023-08-28 21:08:42,London,Tablet,87.146.9.22,0.0,Login,False,False
1122e28f-6c1,99966612,2024-01-11 14:30:02,Singapore,Desktop,91.236.49.153,4816.48,Purchase,True,False
eb55920d-81d,9bafcc20,2020-07-21 11:49:32,Sydney,Desktop,86.227.157.191,70.65,Transfer,True,False
161cd674-297,396d1ffb,2022-01-25 16:41:20,Singapore,Mobile,212.102.159.152,4849.7,Transfer,True,False
8bc15738-ff1,612a9cc6,2024-11-07 05:38:40,Sydney,Mobile,97.146.119.135,0.0,Login,True,False
a800d519-ca3,ba2c98ce,2023-03-05 20:31:22,Sydney,Desktop,3.233.89.78,0.0,Login,False,False
33d3958a-3b7,df4e713e,2021-07-30 08:38:31,New York,Desktop,135.106.21.96,225.37,Purchase,True,False
829c34f7-0f5,c9a7d91f,2021-04-02 21:59:19,San Francisco,Desktop,57.1.99.129,4456.8,Transfer,True,False
4da7f632-024,365bc763,2020-02-07 19:07:11,London,Mobile,81.4.77.22,2643.23,Withdrawal,True,False
36abeff0-cd1,27d415b6,2021-03-01 20:04:05,San Francisco,Desktop,47.152.99.210,4964.89,Transfer,True,False
2c239586-195,a4b1f991,2021-08-09 04:01:55,Berlin,Mobile,158.156.16.150,0.0,Login,True,False
db9bc56e-208,61ee411a,2023-04-20 00:45:14,Sydney,Desktop,4.145.61.189,378.24,Purchase,True,False
fcc3bcc7-fd6,673ba8bd,2024-05-03 02:30:20,Sydney,Tablet,105.22.128.229,2773.73,Transfer,True,False
d6fb3a95-69d,bed63da0,2020-08-13 12:42:34,Tokyo,Mobile,1.126.127.172,4846.82,Withdrawal,True,False
6e8f19bc-c09,92701d60,2023-01-28 19:59:06,Singapore,Mobile,206.25.137.15,2620.26,Transfer,True,False
b9fb97b9-abf,7ecb002e,2020-05-13 07:31:11,London,Desktop,220.160.204.168,0.0,Login,True,False
7ab7b78f-209,3b8ede31,2023-03-06 23:46:01,New York,Mobile,46.97.212.104,3150.7,Purchase,True,False
49a1f7a1-857,99966612,2024-05-02 02:35:57,Tokyo,Mobile,213.8.122.210,3481.79,Transfer,True,False
10fb436c-6ad,203d54c9,2024-03-24 12:57:33,Sydney,Desktop,189.217.4.195,0.0,Login,True,False
5e98efdf-0a3,7eba0464,2024-10-11 02:23:38,Singapore,Tablet,73.80.234.198,2278.16,Withdrawal,True,False
eac7c57b-fc9,1cce08e9,2022-05-11 19:39:19,Tokyo,Mobile,61.186.123.247,3141.51,Purchase,True,False
f2d0a15c-daf,0cbe938d,2022-11-26 22:47:26,Sydney,Mobile,52.239.1.132,2925.73,Purchase,True,False
b03e5eb4-d6e,850a48d4,2023-12-30 23:10:11,Sydney,Desktop,14.45.112.190,0.0,Login,True,False
b1012b0f-174,8390bd94,2025-01-05 16:51:42,Berlin,Mobile,136.200.252.247,4506.78,Purchase,True,False
ef252aa8-44a,8082a0ee,2024-03-01 08:51:15,London,Tablet,193.32.56.239,236.78,Withdrawal,True,False
52fc6f48-e7e,cb5a4d77,2022-04-22 17:57:19,London,Desktop,215.74.123.202,1412.01,Withdrawal,True,False
d363621f-311,cd4f8b2b,2022-01-13 20:03:38,London,Mobile,1.178.112.82,4752.55,Transfer,True,False
6c814f55-990,66205167,2022-11-06 19:17:50,Berlin,Desktop,14.149.170.45,0.0,Login,False,False
4b861f69-b03,2b729d66,2021-08-08 04:36:04,Singapore,Mobile,180.116.246.115,0.0,Login,True,False
523664ef-8d8,7394988f,2021-08-13 04:53:43,New York,Mobile,151.34.154.25,0.0,Login,False,False
e04b1533-b90,ac9b389a,2021-09-27 05:58:37,Tokyo,Mobile,162.198.79.115,0.0,Login,False,False
d4946414-a22,64880945,2022-06-24 12:54:57,London,Desktop,141.42.190.53,0.0,Login,False,False
7bfdec74-644,e212f7e1,2022-11-14 04:17:04,Singapore,Tablet,99.249.195.231,4452.42,Transfer,True,False
4135b443-257,6c307511,2022-04-21 03:52:27,New York,Tablet,207.172.49.186,2283.73,Purchase,True,False
8cf996a3-d02,a04d4d14,2025-02-25 17:25:26,Sydney,Desktop,71.246.166.50,3104.46,Withdrawal,True,False
ed84acc9-413,637aa999,2023-05-06 06:14:28,New York,Desktop,76.23.101.210,1394.13,Withdrawal,True,False
32fe1dea-6ba,8c52d271,2024-03-18 02:01:17,New York,Tablet,24.221.239.85,948.72,Purchase,True,False
9863bb20-7d5,bf3b1681,2022-04-05 12:07:05,Sydney,Mobile,91.95.142.111,2323.86,Transfer,True,False
2e5ce13a-23c,96721e98,2020-12-01 18:58:02,Singapore,Mobile,28.97.92.2,1773.23,Transfer,True,False
4700cde9-11f,d73d52ba,2021-01-16 21:19:33,Singapore,Mobile,35.124.246.150,2922.44,Purchase,True,False
ecfdceed-188,0f8a579c,2020-11-29 20:55:10,Berlin,Mobile,6.37.182.100,397.9,Transfer,True,False
fa11f0e7-566,91519998,2023-08-08 00:50:33,New York,Mobile,102.61.81.39,0.0,Login,True,False
9a898be7-9e4,0a1bebd3,2022-05-11 03:34:36,Berlin,Desktop,47.103.78.56,4872.23,Purchase,True,False
05e05148-26d,8f942977,2024-11-07 20:17:40,Tokyo,Mobile,187.80.75.25,4931.19,Purchase,True,False
d33b05e6-f76,07f8d4f0,2024-09-16 07:37:43,San Francisco,Tablet,142.18.99.77,3493.83,Transfer,True,False
923ccd64-175,1b7e0502,2023-04-05 18:49:53,Singapore,Desktop,102.17.219.240,2685.12,Withdrawal,True,False
187eb974-1fe,e835f080,2025-03-23 01:01:14,Tokyo,Desktop,192.145.67.62,1554.54,Transfer,True,False
2a678ce3-9c0,fd06a179,2022-02-03 21:28:37,Tokyo,Desktop,170.226.70.223,4070.84,Purchase,True,False
abd13f1a-3d2,bf3b1681,2021-06-23 04:18:43,London,Mobile,216.241.108.129,0.0,Login,False,False
19b1a043-3b7,6e6b34b9,2022-08-16 10:59:51,Mumbai,Mobile,28.95.223.149,3426.81,Purchase,True,False
e35bba6d-bd3,0cc66163,2020-09-11 18:08:58,Mumbai,Desktop,60.108.173.30,0.0,Login,True,False
458fa881-c3d,c7b611cd,2023-04-09 12:34:20,London,Mobile,168.194.164.173,0.0,Login,False,False
8620a10a-e00,6cfa28cf,2021-09-29 07:30:32,Sydney,Desktop,223.186.135.202,821.46,Purchase,True,False
d695847a-634,11489054,2022-11-29 10:53:53,Tokyo,Desktop,63.240.36.139,0.0,Login,False,False
99d81764-13c,3b7f1998,2023-10-05 20:02:12,London,Desktop,151.222.152.9,4555.53,Transfer,True,False
5a6f9b6b-507,aa5f8dfc,2023-03-19 08:41:20,Singapore,Tablet,110.118.207.83,4114.46,Purchase,True,False
99b62656-612,0d6dcb42,2023-06-12 14:36:57,Tokyo,Tablet,125.41.167.180,4749.5,Withdrawal,True,False
73c66188-108,eaacabb4,2023-12-30 08:20:29,Mumbai,Mobile,203.190.123.143,0.0,Login,True,False
7daf638b-053,7a89cbeb,2020-03-08 23:26:23,Sydney,Tablet,54.23.127.69,0.0,Login,False,False
59259acd-414,15ac37f0,2023-09-17 12:16:41,Singapore,Tablet,189.146.137.121,0.0,Login,True,False
381958f2-2b2,43d88870,2021-12-11 02:25:59,Tokyo,Desktop,122.20.49.0,3631.34,Withdrawal,True,False
61a651c5-faa,49694032,2024-12-24 01:38:25,London,Desktop,140.134.140.145,3070.94,Withdrawal,True,False
28a414a7-ea7,c0cffa73,2023-02-06 16:26:49,San Francisco,Tablet,78.161.14.205,0.0,Login,False,False
ee9836b7-867,cf5e7840,2020-10-14 00:06:43,Berlin,Mobile,131.52.68.32,0.0,Login,True,False
474ca879-6f9,cdeb2696,2022-03-03 17:00:52,Tokyo,Tablet,25.97.130.1,2097.03,Purchase,True,False
3b5844f5-111,1d9af659,2021-07-31 22:39:42,Sydney,Tablet,116.252.78.140,4664.32,Purchase,True,False
f127f7bd-786,ecc38555,2020-10-13 16:13:23,Berlin,Tablet,139.66.170.86,4331.66,Purchase,True,False
3204c06d-f61,577bc55a,2023-08-08 00:51:07,New York,Mobile,215.143.82.37,235.64,Transfer,True,False
d139e6d8-44e,cb80f288,2025-02-15 07:40:23,San Francisco,Desktop,178.39.254.129,0.0,Login,False,False
b924312e-5e7,2285b2ef,2021-07-09 07:07:09,San Francisco,Tablet,15.102.141.84,0.0,Login,True,False
53528440-023,044251db,2021-07-09 21:32:21,London,Tablet,106.253.41.8,0.0,Login,True,False
0e8db9f5-e51,a90e319d,2021-06-17 17:55:46,London,Desktop,176.169.184.181,0.0,Login,False,False
21ddd27e-d8b,9174f53b,2023-05-08 12:16:47,Berlin,Tablet,67.24.19.102,141.57,Purchase,True,False
7660302f-477,5a104129,2022-01-21 15:16:38,Berlin,Mobile,219.192.7.5,1888.55,Transfer,True,False
a3dff5f0-297,f9da4f55,2022-02-02 15:21:01,Sydney,Desktop,19.132.27.13,4054.66,Transfer,True,False
002593ed-22c,3487246c,2025-02-25 19:26:12,Sydney,Tablet,178.37.120.108,0.0,Login,False,False
8ce17e35-651,453b45fe,2022-06-11 07:22:12,Berlin,Mobile,31.173.185.74,4936.51,Purchase,True,False
85082f78-f17,9e45455e,2024-08-09 06:51:05,Mumbai,Tablet,190.238.141.129,760.58,Transfer,True,False
efd6b83c-860,82f2a59e,2023-01-04 15:20:33,Tokyo,Tablet,166.123.177.139,2974.71,Purchase,True,False
34f6f0dd-095,2a25a888,2023-06-20 14:41:48,London,Mobile,111.254.225.108,1910.65,Purchase,True,False
9ab9ae1b-1d9,922b4fb2,2020-08-16 02:22:24,Tokyo,Tablet,151.133.36.6,4849.87,Withdrawal,True,False
7cba8dea-508,8e484bc0,2023-07-05 07:44:33,London,Mobile,51.43.77.102,4212.17,Transfer,True,False
c016c62b-a37,b0ae8f08,2021-09-09 08:21:29,Sydney,Mobile,182.229.243.246,0.0,Login,True,False
6577e64d-4d4,453b45fe,2021-04-02 05:48:11,Sydney,Mobile,20.121.156.119,4193.26,Transfer,True,False
7c9d575e-40b,12b3c5eb,2022-01-29 14:37:43,Tokyo,Desktop,78.136.86.212,2348.78,Purchase,True,False
769ac892-346,bd9c66b3,2023-05-25 09:25:53,Mumbai,Desktop,30.226.244.249,2079.95,Purchase,True,False
e5a456d8-254,68d0a2a8,2021-02-09 04:22:51,Berlin,Desktop,35.73.65.204,0.0,Login,False,False
62f563b1-e8c,958c9cfd,2020-11-10 16:20:43,London,Tablet,35.102.78.174,1374.3,Withdrawal,True,False
8d361929-833,0fb97b5d,2023-09-08 11:19:45,London,Mobile,82.208.24.6,291.31,Withdrawal,True,False
3187dc09-54d,279c658a,2024-01-22 07:45:31,Tokyo,Mobile,94.175.114.195,4324.96,Purchase,True,False
255c4297-19e,6f2537ce,2022-08-22 04:45:35,London,Mobile,213.79.108.187,4066.38,Purchase,True,False
856638c8-a17,db23aa8c,2024-10-10 19:11:37,London,Tablet,124.25.70.162,4998.59,Transfer,True,False
75d5a115-9ce,e8724434,2023-02-27 11:37:55,Singapore,Desktop,89.209.128.206,4983.22,Transfer,True,False
8459f302-cd1,d89462e8,2022-12-13 20:39:30,San Francisco,Desktop,146.60.63.44,2781.6,Withdrawal,True,False
c37de35e-6ef,4458b006,2024-12-24 11:04:45,Sydney,Tablet,92.14.181.209,3847.25,Purchase,True,False
